gid;tipo_elem;idelem;cod_cent;nombre;Xcoord;Ycoord
3436;494;1044;03FT08PM01;03FT08PM01;-3,720753548;40,419125
195;494;3600;PM30901;PM30901;-3,664408576;40,40625169
299;494;3705;PM41451;PM41451;-3,709906326;40,39072147
3384;494;6823;PM41453;PM41453;-3,717737077;40,38455435
3659;495;7033;1015;P1 Castellana S-N - Pl. Colon-Hermosilla;-3,69010541;40,4262306
457;495;3864;2009;Dr. Esquedo N-S - Samaria-Av. Nazaret (De Frente);-3,669828933;40,41261975
829;495;4237;14037;Moratines O-E - Martin Vargas-Embajadores;-3,702261641;40,40358756
2165;495;5597;61090;Alfonso XIII O-E - Paraguay-Ricardo Calvo;-3,670694093;40,46015518
2154;495;5586;61120;Acceso M-30 N-E(Superficie) - M-30 Norte-Pl.Jose M;-3,667357448;40,46014676
2534;495;5967;45021;Pl. Alsacia - Malmoe-Hermanos Garc a Noblejas;-3,62346944;40,41699533
2560;495;5993;45049;Pl. Alsacia - Fuente Carrantona-Malmoe;-3,623678604;40,41723967
2938;495;6371;59017;C/. Salvador de Madariaga - Esteban Mora-Verdaguer y Garc;-3,657048201;40,43890261
2942;495;6375;59021;Av. Badajoz - Aristateles-Torrelaguna;-3,652839348;40,44305416
2964;495;6398;64011;Av. Canillejas a Victlvaro - Pobladura del Valle-Julia Garcia Boutan;-3,611089774;40,42800408
2985;495;6419;64405;Av. Canillejas a Victlvaro a Suecia - Aquitania-Av. Guadalajara;-3,611257261;40,42139917
403;495;3810;65027;AV. Daroca 106 O-E - Fco. Largo Caballeroo-Fuente Carranton;-3,627783801;40,41651317
1838;495;5265;84030;P.SAN JOSE S-N(PARQUE GARAJONAI-JACOBEO);-3,761078662;40,36450866
1853;495;5280;85006;GRAL RICARDOS  O-E;-3,717809626;40,39664882
1888;495;5315;86012;RAFAEL FINAT N-S(GRAL.SALIQUET-AVIACION);-3,77312579;40,3748198
3077;495;6511;71009;C/. San Romualdo - Albasanz-AlcalI;-3,622839029;40,44078598
1638;495;5061;49035;OCA N-S(MATILDE FERNANDEZ-GRAL.RICARDOS);-3,731038714;40,3882342
1693;495;5119;51020;LAGUNA S-N(MU?OZ GRANDES-N.SRA.FATIMA);-3,742091874;40,38754887
364;495;3771;80006;POBLADOS E-O(GUARE?A-PADRE PIQUER);-3,766337716;40,3895474
1811;495;5238;84003;AV.CARABANCHEL ALTO S-N(M-40-AV.PESETA);-3,753947315;40,36089879
1096;495;4508;31015;FRANCOS RODRIGUEZ O-E(PIRINEOS-POLICIA);-3,71555105;40,45854067
1097;495;4509;31016;(AFOROS) FRANCOS RODRIGUEZ E-O(COLEGIO PALOMA-DEHESA  VILLA);-3,716630906;40,45892768
1955;495;5385;94001;R. PINTO SO-NE(LAG DALGA-LAG MARQUESADO);-3,713355811;40,33248713
1592;495;5015;95034;CARAMUEL S-N(AV.CAPRICHOS-PABLO SARASATE;-3,729832459;40,40547464
1682;495;5107;96053;PINZON  N-S (TUCAN-OCA);-3,740129914;40,38921977
1735;495;5162;98031;CARAB-ARAVACA E-O(SEB.ALVARO-VILLAVICI.);-3,773747977;40,39620614
3811;495;9933;29019;RAMIRO MAEZTU E-O(DIRECCISN NORTE)(MORERAS -AV.GREGORIO AMO);-3,72415029;40,44798342
3702;495;7073;30027;MARTMN FIERRO S-N(OBISPO TREJO - JUAN HERRERA);-3,73179427;40,43684431
1987;495;5418;43005;AV.MONFORTE DE LEMOS E-O(PL.ARTEIJO-PL.FONSAGRADA);-3,707280397;40,4788362
1988;495;5419;43006;AV.MONFORTE DE LEMOS O-E(PL.ARTEIJO-GINZO DE LIMIA);-3,705845903;40,47901256
1989;495;5420;43008;AV.MONFORTE DE LEMOS E-O(FINISTERRE-GINZO DE LIMIA);-3,702968008;40,47966345
3656;495;7029;1012; P0 Recoletos  N-S -  (PL. Colon-BErbara Braganza);-3,69077628;40,42422072
784;495;4192;2016;Dr. Esquerdo N-S - Angel Ganivet-Av. Mediterraneo;-3,670145251;40,40825961
527;495;3934;5006;Concha Espina, 39 O-E - Pl. Sagrados Corazone-Serrano;-3,683263173;40,45170707
3663;495;7037;8014;Goya, 43 E-O - Nu ez de Balboa-Velazquez;-3,682927088;40,4251547
1658;495;5082;8016;Goya E-O - General PardiBas-Principe de Vergara;-3,67882586;40,42495238
609;495;4016;8017;Jose Ortega y Gasset O-E - Nurez de Balboa-Castello;-3,682270164;40,43022958
610;495;4017;8018;Jose Ortega y Gasset E-O - Nurez de Balboa-Velazquez;-3,68259924;40,43026421
611;495;4018;9001;Lateral M-30 N-S - Salida Puente Ventas-Pl. Toros;-3,660961785;40,43233575
636;495;4043;9029;Principe de Vergara S-N - Jorge Juan-Goya;-3,680215061;40,42375228
3666;495;7041;13025;P3 del Prado N-S - Zorrilla-Plaza de las Cortes;-3,694236417;40,41726713
974;495;4385;18007;Alberto Aguilera O-E - Princesa-Serrano Jover;-3,715505868;40,43052661
975;495;4386;18008;(AFOROS) Alberto Aguilera O-E - Conde Duque-Acuerdo;-3,707787649;40,42974113
989;495;4400;18009;Carranza O-E - San Bernardo -Fuencarral;-3,704554046;40,42935309
976;495;4387;18010;Conde Duque, 13 S-N - Sta Cruz de Marcenado-Alberto Aguilera;-3,709360023;40,42905312
977;495;4388;18011;Alberto Aguilera E-O - Vallehermoso-Galileo;-3,70991923;40,43004004
1267;495;4680;35047;Puente de la Paz E-O - Av.Donostiarra-Av.Brasilia;-3,660012689;40,44089402
1274;495;4687;35057;Poeta Claudio Rodriguez S-N  - Clara del Rey-Corazon de Maria;-3,671479498;40,44081463
3700;495;7077;35058;Camilo Josd Cela, 4  S-N - Azcona-Eraso;-3,667185703;40,4359303
1272;495;4685;35054;(TACTICO) Av.Toreros O-N - Colomer-Francisco Altimiras(Giro);-3,663737431;40,43350719
1273;495;4686;35056;(TACTICO) Mejico E-O - Eduardo Vicente-Cartagena;-3,672119706;40,4381102
3869;495;9991;62001;Capitan  Haya, 55  - Rosario Pino -Estebanez Calderon;-3,69166042;40,462703
2545;495;5978;45033;C/. Hermanos Garc a Noblejas - Castillo de ArCvalo-Castropol;-3,630957949;40,42828319
2546;495;5979;45034;C/. Hermanos Garc a Noblejas - Castillo de Uclvs-Castillo de Ar;-3,629781821;40,42669243
2638;495;6071;47010;C/. Arturo Soria - Briviesca-Caleruega;-3,666995108;40,48051054
2715;495;6148;53018;C/. Emilio Ferrari - Vital Aza-Esteban Collantes;-3,641537107;40,4316649
2832;495;6265;55054;Av. de los Andes - Mahonia-Mitra;-3,618597042;40,45683786
2943;495;6376;59023;Av. Badajoz - Mart nez Villergas-Salvador de Madariaga;-3,655853167;40,44112867
2944;495;6377;59024;C/. Salvador de Madariaga - Av. Badajoz-Verdaguer y Garcoa;-3,65706879;40,44041428
2876;495;6309;56029;C/. Mar Adri tico - Chiquinquira-Ayacucho;-3,639192617;40,47093964
2941;495;6374;59020;Av. Badajoz - Mart-nez Villergas-Torrelaguna;-3,65408578;40,44217002
379;495;3786;59022;Av. Badajoz - Torrelaguna-Martanez Villergas;-3,653911646;40,44235833
2972;495;6406;64021;Mar2a Sevilla Odiago - Niza-Av. Canillejas a Vicrlvaro;-3,610877675;40,43278942
3034;495;6468;66002;Av. Arcentales - Av. Arcentales-Pl. Grecia;-3,605408316;40,43469615
293;495;3698;71021;C/. Miguel Yuste - Gta. Arcentales-Emilio Mu Vz;-3,622018519;40,43375105
1780;495;5207;82007;C/. Monte de Barbanza - Travesia Gavia Seca-Real Arganda;-3,619093868;40,37870142
1795;495;5222;82403;Cno. Pozo Tio Raimundo - Cno. Pozo Tio Raimundo E-O(Antes Gr. 1);-3,651001916;40,37377344
1373;495;4787;25021;ANTONIO LOPEZ S-N(S.ZACARIAS-MATI.GAYO);-3,701436551;40,38996971
1694;495;5120;51021;MU?OZ GRANDES O-E(B.TORRIJOS-CASTROJERIZ;-3,741202398;40,38612825
1120;495;4532;31054;VILLAAMIL N-S(CAMINO CHORRILLO-SAN RESTITUTO);-3,710155479;40,46516265
1137;495;4549;32007;AV. BETANZOS S-N(RIBADAVIA-CHANTADA);-3,712189585;40,472466
1138;495;4550;32008;CHANTADA E-O(RIBADAVIA-AV. BETANZOS);-3,711218513;40,47298676
1143;495;4555;32013;AV. BETANZOS N-S(AV. MONFORTE DE LEMOS-LA BAQEZA);-3,712093172;40,47752226
1093;495;4505;31012;FRANCOS RODRIGUEZ O-E (DR.FEDERICO RUBIO-PABLO IGLESIAS);-3,712670016;40,45765738
1095;495;4507;31014;FRANCOS RODRIGUEZ O-E(POLICIA-STO ANGEL DE LA GUARDA);-3,714469331;40,45818257
3727;495;7114;31018;Lope de Haro E-O (Giro Izqda)(Berruguete-Francos Rodriguez);-3,704272421;40,45670339
653;495;4060;10012;Menendez Pelayo N-S - Sainz de Baranda-Puerta Granada;-3,677102672;40,41352256
804;495;4212;14016;Ronda Valencia E-O - Meson de Paredes-Gta. Embajadores;-3,701095375;40,40547891
805;495;4213;14017;Embajadores S-N - Sebastian Elcano-Gta. Embajadores;-3,701729417;40,40409956
3920;495;10037;14043;P4 Yeserias O-E - Yesertas-Naves;-3,708413078;40,39826606
266;495;3671;15003;(AFOROS) Alcala E-O - Pl. Independencia-Pl. Cibeles;-3,690471508;40,41981848
802;495;4210;14014;Meson de Paredes N-S - Miguel Servet-Ronda Valencia;-3,701492848;40,40611484
803;495;4211;14015;(AFOROS) Ronda Valencia O-E - Meson de Paredes-Fray Luis Leon;-3,700597764;40,40553357
982;495;4393;18020;San Bernardo N-S - Noviciado-Reyes;-3,707437888;40,42516452
983;495;4394;18021;(TACTICO) Noviciado O-E - Norte-San Bernardo;-3,707528525;40,42558138
990;495;4402;18024;Serrano Jover N-S( Lateral Izquierdo) - Alberto Aguilera-Sta Cruz de Marcenado;-3,714187856;40,43012172
2126;495;5558;61046;Alfonso XIII E-O - Torpedero Tucumdn-Encinas;-3,675071628;40,46037091
2243;495;5675;62062;General YagIe O-E - Capiten Haya-PdCastellana;-3,692007835;40,45621367
3017;495;6451;65040;C/. Andaluces - Av. Rafael Alberti-Av. Pablo Neruda;-3,641235541;40,39143165
3018;495;6452;65041;Av. Moratalaz  - Camimo Vinateros-Av. Doctor Garcda Tapia;-3,642504394;40,40921337
3024;495;6458;65049;C/. Josa Bergamin - Jos  Bergamon-Fuente Carrantona;-3,630650358;40,41079456
426;495;3833;65051;Av. Doctor Garcia Tapia - M-40-Rabat;-3,625886348;40,40656272
3025;495;6459;65052;C/. Rabat - Rabat-Av. Doctor Garcba Tapia;-3,627333992;40,4075629
3026;495;6460;65053;C/. Laponia - Laponia-Av. Doctor Garcaa Tapia;-3,627740404;40,40579191
3027;495;6461;65057;C/. Fuente Carrantona - Av. Doctor Garc a Tapia-Mario Cabrt;-3,632204058;40,40652785
987;495;4398;18302;(MICRO) Gta. Ruiz Jimenez E-O(Delante G. 5) - (MICRO) Gta. Ruiz Jimenez E-O(Delante G. 5);-3,705476919;40,42950706
2115;495;5547;61035;Principe de Vergara S-N - Concha Espina-Pl.Rep(blica Ecuador;-3,677411532;40,45268024
2143;495;5575;61064;Alberto Alcocer E-O - V ctor AndrEs Belaunde-P( de la Habana;-3,680867;40,45867577
855;495;4265;97045;(AFOROS)Gran Vra San Francisco S-N - San Bernab -Cra.San Francisco;-3,713400388;40,40929883
2355;495;5788;40006;Av. Buenos Aires - T nel Av. San Diego-Av. Pablo Neruda;-3,652759526;40,38001013
2493;495;5926;44024;C/. Alcals  - Urquiza-Gutierre de Cetina;-3,646074621;40,43406505
2497;495;5930;44032;C/. Ricardo Ortrz - Ricardo Ortdz- Alcal;-3,657719058;40,43023364
2617;495;6050;46405;C/. Arturo Soria - Giro a Torrecilla del Puerto;-3,651871595;40,45023994
2618;495;6051;46406;C/. Ramurez de Arellano - Agastia-Arturo Soria;-3,651962566;40,44997107
2776;495;6209;54021;C/. Casalarreina  - CordovAn-Ezcaray;-3,612408715;40,40933692
315;495;3721;3006;Joaquin Costa 70 E-O (Velazquez - Gta. Lopez de Hoyos) - (Velazquez - Gta. Lopez de Hoyos);-3,682026779;40,44177703
756;495;4164;13016;P3 Reina Cristina E-O - Jose Anselmo Clave-Alfonso XII;-3,687288634;40,4066083
1055;495;4467;22302;(MICRO) Pl. San Juan de la Cruz S-O(Delante G.13) (P.M.5) - (MICRO) Pl. San Juan de la Cruz S-O(Delante G.13) (P.M.5);-3,691936081;40,44098754
2112;495;5544;61032;Principe de Vergara N-S - Pl.PerS-Pl.Repnblica Dominicana;-3,676688258;40,45991678
2536;495;5969;45023;C/. Aquitania - Pl. Alsacia-Capri;-3,622163021;40,41726947
2976;495;6410;64025;C/. Aquitania - Toscana-Av. Canillejas a Vicclvaro;-3,612101594;40,42089625
1390;495;4804;25039;AV. ANDALUCIA S-N (LATERAL);-3,694718353;40,37473869
1378;495;4792;25026;(TACTICO) SAN GRACIANO E-O;-3,703857238;40,39240781
169;495;3574;50030;(TACTICO)SAN VICENTE PAUL S-N;-3,726044161;40,38555284
1717;495;5144;58011;CARCASTILLO SO-NE(BESOLLA-C.V.LEGANES);-3,733749828;40,37892365
1721;495;5148;58015;AV.ABRANTES O-E(BESOLLA-PL.VULCANO) GIRO;-3,733257649;40,37676448
1770;495;5197;81017;P.ERMITA STO N-S(V.CARPETANA-S.AMBROSIO);-3,724833075;40,40493029
3640;495;7008;81019;PTE S.ISIDRO E-O(P.MELANC.-P.ERMITA STO);-3,723615989;40,40376367
1923;495;5350;87019;ZAFIRO O-E (ESTEFANIA-AV.ROSALES);-3,675922932;40,3489839
453;495;3860;2005;(AFOROS) Dr. Esquerdo S-N - Alcalde Sainz Baranda-Ibiza;-3,669245452;40,41705408
159;495;3564;2029;(TACTICO) Alcalde Sainz Baranda E-O - Giro Izq. a Torrespana;-3,662340325;40,42137874
177;495;3582;11036;Puerto Serrano E-O - Puerto Miravete-Embajadores;-3,688087126;40,38560797
2624;495;6057;46412;C/. Marqurs de Pico Velasco 53 - Misterios-Arturo Soria;-3,644244217;40,44398064
2625;495;6058;46413;C/. L;-3,640408136;40,44174561
2626;495;6059;46414;C/. Mesena - Emilio Rubin-Navarro Amandi;-3,659477044;40,46157416
204;495;3609;10019;Menendez Pelayo N-S - (Pio  Baroja-Nino Jesus(Puerta Granada);-3,676772252;40,41243596
819;495;4227;14028;P4 Acacias E-O - Gas-metro-PB de los Olmos;-3,7090484;40,4032641
820;495;4228;14029;P4 de los Olmos N-S - Ronda Toledo-P  Acacias;-3,710744431;40,40376711
821;495;4229;14030;P4 Acacias O-E - Piramides-Dr. Vallejo Najera;-3,711795189;40,40203441
970;495;4381;18003;Fern3ndez de los Rios, 71 O-E - Isaac Peral-Guzmen el Bueno;-3,714076585;40,43534722
997;495;4409;19007;Bravo Murillo, 25 N-S - Donoso Cortas-Fdez.de los Rios;-3,704288217;40,43587354
999;495;4411;19009;Luchana, 15 N-S - Palafox-Gta.  Bilbao;-3,700780633;40,42999164
972;495;4383;18005;(AFOROS)Alberto Aguilera O-E - Gta. Ruiz Jimenez-Vallehermoso;-3,706767527;40,42976917
993;495;4405;19003;Eloy Gonzalo, 27 E-O - Santisima Trinidad-Gral.Alvarez Castro;-3,700398577;40,4345602
1264;495;4677;35043;Roberto Domingo N-S - Marttnez Izquierdo-Av.Toreros;-3,661196167;40,43459914
1656;495;5080;2058;Reina Cristina O-E - Andres Torrejon-Gutenberg;-3,681526144;40,40702775
3612;495;3411;97028;Av.Pablo Iglesias S-N  - San Francisco de Sales-Reina Victoria;-3,707424011;40,44615043
3633;495;7003;97098;(AFOROS)MIndez Alvaro S-N - Estrella Naos -Repsol;-3,683013319;40,39818851
599;495;4006;8005;(AFOROS)Jose Ortega y Gasset 45 O-E - Ppe. Vergara-Gral. Diaz Polier;-3,677794602;40,42999005
1266;495;4679;35046;Pl.Venecia E-O - Av.Brasilia-Av.Bruselas;-3,661623221;40,44087137
1996;495;5427;43016;Av.Ilustraci-n E-O - Arzobispo Morcillo-Ginzo de Limia;-3,70300078;40,4826785
2026;495;5457;60010;P0Castellana S-N - Raimundo Fernondez Villaverde-San Ju.n de la Cruz;-3,691408174;40,44578399
2029;495;5460;60013;P0Castellana S-N - Hermanos Pinzon-Pl.de Lima;-3,690809509;40,45010973
2032;495;5463;60016;P0Castellana S-N - Jurn Gris- Sor Angela de la Cruz;-3,690119243;40,45723878
68;495;3451;60088;(TACTICO)Mnndez Casariego E-O(Entrada Pl.Quito) - (TACTICO)M ndez Casariego E-O(Entrada Pl.Quito);-3,687954076;40,44953139
2173;495;5605;61099;Colombia O-E - Chile-Puerto Rico;-3,675306951;40,45704145
3689;495;7092;61121;Acceso M-30 N-E(Tinel) - M-30 Norte-Pl.Josu Mo Soler;-3,667204749;40,4600744
3687;495;7094;62085;Sor Angela de la Cruz O-E(Giro Izqda) - Capiton Haya-Orense;-3,693537769;40,45925361
42;495;3425;63002;Bravo Murillo N-S - Navarra-Castilla;-3,70302389;40,45351217
2379;495;5812;41001;Av. Ciudad de Barcelona - Seco-M-30;-3,670770546;40,3990894
98;495;3481;51024;CASTROJERIZ N-S(AV.PZA TOROS-M.GRANDES);-3,740263407;40,38615087
1001;495;4413;19011;Sagasta, 13 E-O - Francisco de Rojas-Gta. Bilbao;-3,7001732;40,42862875
1035;495;4447;21025;Gral. Mart3nez Campos, 36 O-E - Zurbano-Miguel Angel;-3,692981261;40,43508709
1929;495;5357;88001;C/. PeMaranda de Bracamonte -  La Adrada-Av. Ensanche de Vallecas;-3,609042366;40,36939049
1353;495;4767;24037;GIRO CEBREROS E-N(PALMIPEDOS-CARLINA);-3,749962688;40,40415111
1418;495;4835;26028;VILLAFUERTE N-S(VILLAJOYOS-CRA.VILLAVER);-3,689453258;40,35484005
1629;495;5052;49020;GRAL. RICARDOS O-E(NTRA.SRA.LUZ-BLASON);-3,7415771;40,38313243
1680;495;5105;51006;OCA S-N (GRAL.RICARDOS-PL.ALMODOVAR);-3,733442055;40,38928015
618;495;4025;9009;Alcala O-E - Almeria-Puente Ventas;-3,662908369;40,43085525
670;495;4077;10033;(TACTICO) Maiquez S-N - Ibiza-OtDonnell;-3,672854292;40,42113122
807;495;4215;14019;P4 Acacias O-E - Pe-uelas-Gta. Embajadores;-3,70468848;40,4044066
2252;495;5684;62074;Bravo Murillo S-N - Conde Vallellano-Marqu;-3,69795394;40,46165653
696;495;4103;11032;Embajadores N-S - Bronce-Planetario;-3,690660827;40,38729393
963;495;4373;17042;Princesa S-N - Seneca-Pe Moret;-3,721071394;40,43604836
992;495;4404;19002;Bravo Murillo, 11 N-S - Fernendez de los Rios-Gta.Quevedo;-3,704325551;40,43480402
1000;495;4412;19010;Francisco de Rojas, 5 N-S - Luchana-Sagasta;-3,69964689;40,42920312
3905;495;10023;20007;(TACTICO) Melendez Vald-s O-E - Galileo-Vallehermoso;-3,708987112;40,43286783
1015;495;4427;21002;Gral. Martinez Campos E-O - Fdez.de la Hoz-Modesto Lafuente;-3,695048252;40,43507742
2043;495;5474;60028;Alberto Alcocer E-O - P-Castellana-Doctor Fleming;-3,689086514;40,45894883
2226;495;5658;62042;Sor Angela de la Cruz O-E - Infanta Mercedes-Orense;-3,695684874;40,45968555
3655;495;7027;40032;Av. Pablo Neruda - Candilejas-Romeo y Julieta;-3,662608829;40,38147344
2403;495;5836;41026;C/. Pio Felipe - Pio Felipe-Av. Albufera;-3,654226208;40,39223501
2726;495;6159;53029;Av. Trece Rosas  - Av. Trece Rosas-Pl. Agustan Gonz;-3,646940771;40,42648927
3539;495;6929;57021;Playa de Riazor - Arroyomolino - Av. Logroso;-3,583387396;40,47568933
3053;495;6487;68005;Ronda del Sur - Cooperativa El ctrica-Av. Entrevoas;-3,660597627;40,37581597
1354;495;4768;24038;CEBREROS E-O(PALMIPEDOS-CARLINA);-3,749892406;40,40413861
1633;495;5056;49025;CASTRO ORO S-N(FERREIRA-GRAL.RICARDOS);-3,729884748;40,38949718
1634;495;5057;49026;C.VIEJO LEGANES S-N(RADIO-GRAL.RICARDOS);-3,723839857;40,3927161
1635;495;5058;49027;BLASA PEREZ N-S(TOBOSO-GRAL.RICARDOS);-3,727123485;40,39219692
1636;495;5059;49028;PEDRO DIEZ N-S(V.LLAGUNO-GRAL.RICARDOS);-3,729348451;40,39077461
281;495;3686;49030;OCA N-S(MATILDE FERNANDEZ-GRAL.RICARDOS);-3,732582959;40,38886155
1530;495;4952;38034;AV. POBLADOS E-O(BELZUNEGUI-ALISEDA);-3,740001298;40,37373694
1631;495;5054;49022;G.RICARDOS O-E(PL.TOROS-CLARA CAMPOAMOR);-3,735896257;40,3857832
1632;495;5055;49023;C.CAMPOAMOR S-N(A. ABELLAN-G.RICARDOS);-3,734528576;40,38614315
1654;495;5078;50015;VIA E-O(MERCEDES DOMINGO-PORTALEGRE);-3,721987942;40,3867854
282;495;3687;50028;(TACTICO) LUIS GOMEZ S-N;-3,729715636;40,38700292
1669;495;5094;50033;(TACTICO) GUADALETE E-O;-3,716090261;40,38914701
171;495;3576;51001;OCA O-E (ALFARO-PL. ALMODOVAR);-3,736228014;40,38957729
1841;495;5268;84033;(TAC)SALIDA NISSAN(FACTORIA-C.B?.FORTUNA;-3,771296935;40,36568929
1916;495;5343;87008;CIRCULO O-E(SAL.CARREFOUR-AV. OROVILLA);-3,69055868;40,36215187
1917;495;5344;87009;AV. OROVILLA S-N(UNANIMIDAD-CIRCULO);-3,68972234;40,36171414
1918;495;5345;87010;(AFO)ROSALES O-E(AV.ANDALUCIA-OROVILLA);-3,693256427;40,36836199
1957;495;5387;94003;S. EZEQUIEL NO-SE(V.TOBALINA-REAL PINTO);-3,713495695;40,33356949
1738;495;5165;98023;CTRA. DE BOADILLA O-E (AZOR-CARABIAS);-3,768292859;40,39908059
236;495;3641;98029;CT.CARABA.-ARAVACA O-E(M502-SANCHIDRIAN);-3,774706498;40,39740602
1736;495;5163;98030;CT.CARABA.-ARAVACA O-E(M502-SANCHIDRIAN);-3,77430687;40,39690111
1734;495;5161;98032;(TAC)VILLAVIC.N-S(SEDANO-CT.CARAB-ARAV);-3,773602456;40,39649395
90;495;3473;31022;Alcalde Martmn Alzaga E-O(Aguilar de Campoo-Antonio Machado);-3,718578134;40,46257878
1104;495;4516;31027;ALMIRANTE FCO. MORENO S-N(VALLS FERRER-PABLO IGLESIAS);-3,714692286;40,4541827
513;495;3920;4014;Alfonso XIII S-N - Carlos Pereira-Ramon y Caja;-3,667546234;40,45139386
517;495;3924;4018;Doctor Arce S-N - Estevez-Pl. Cataluma;-3,680158428;40,44775195
806;495;4214;14018;Embajadores N-S - Gta. Embajadores-Moratines;-3,702240044;40,4045181
810;495;4218;14022;P4 Acacias E-O - Embajadores-Po Esperanza;-3,705329953;40,40427782
903;495;4313;16042;Cuesta San Vicente O-E - Bailen-Gran Via;-3,712531361;40,42239706
2220;495;5652;62037;Orense N-S - General Yag e-Pedro Teixeira;-3,694679443;40,45592804
2796;495;6229;55009;C/. Moscatelar - Mil n-Pl. Liceo;-3,646057991;40,45714485
2797;495;6230;55010;C/. Silvano - Colegio Liceo-Moscatelar;-3,643632924;40,45825296
283;495;3688;84015;AV EURO N-S(REUS-AGUACATE);-3,741454982;40,36859317
2008;495;5439;43028;(TACTICO) Santiago de Compostela  E-O - Fco. Llorens-Av.Betanzos;-3,712443938;40,48077388
2935;495;6368;59014;C/. Hermanos de Pablo - Joss del Hierro-Virgen del Portillo;-3,647069567;40,43871192
2937;495;6370;59016;C/. Salvador de Madariaga - Virgen de Lourdees-Esteban Mora;-3,65747765;40,43694789
3063;495;6497;65017;Fuente Carrantona S-N - Jos  Bergamdn-M-23;-3,628525869;40,4124838
522;495;3929;4024;Gabriel-Galan S-N - Guerrero Mendoza-Ramon y Cajal;-3,671299087;40,45201183
792;495;4200;14002;San Sebastian N-S - Huertas - Atocha;-3,701448318;40,41404901
1103;495;4515;31026;PABLO IGLESIAS O-E(ALMIRANTE FCO. MORENO-NUMANCIA);-3,713124646;40,45466179
57;495;3440;31029;MORERAS S-N(RAMIRO MAEZTU-JUAN XXIII);-3,718288989;40,45201639
2110;495;5542;61030;Av.Pio XII  N-S - Jerez-Macarena;-3,676028848;40,46334029
2139;495;5571;61060;P1 de la Habana N-S - Honduras -Domingo FernAndez;-3,681415595;40,45944128
2955;495;6389;64002;Av. Canillejas a Vic-lvaro - Canal de B sforo-Nectar;-3,615096389;40,44038064
2956;495;6390;64003;Av. Canillejas a Vic-lvaro - Juliln Camarillo-Etruria;-3,613157411;40,43690988
1333;495;4747;24010;GALLUR E-O(ESCALONILLA-GTA.CARMENES);-3,742612798;40,39568447
2009;495;5440;43029;(TACTICO) RamCn Castroviejo O-E - Pto.Maspalomas-Av.Betanzos;-3,713306946;40,47975633
917;495;4327;30033;PUENTE SEGOVIA O-E(P: EXTREMADURA -P: VIRGEN DEL PUERTO);-3,722877957;40,41396397
2018;495;5449;43038;(TACTICO)Av.Monforte de Lemos E-O(Giro Izqda.Pl.Arteijo);-3,706631466;40,47892167
1319;495;4733;93016;Valle de Mena O-E(Valderodrigo-Camino de ganapanes);-3,715747058;40,46997672
1776;495;5203;28004;(TACTICO)BARDEGUERAL N-S (GIRO);-3,771972722;40,45155166
3819;495;9936;87028;PERIANA N-S(RUTILO-AV. ROSALES);-3,687423769;40,36578341
1971;495;5402;94021;V.TOBALINA S-N(REAL PINTO-S.EZEQUIEL);-3,715408272;40,33280982
3713;495;7103;30031;SEGOVIA 65, E-O (RONDA SEGOVIA - P: VIRGEN DEL PUERTO);-3,719031298;40,41395169
916;495;4326;30032;P: VIRGEN DEL PUERTO, 13 S-N(MANZANARES-SEGOVIA);-3,721139262;40,41293734
28;495;3409;24001;SEPULVEDA N-S(CEBREROS-C.FCO.J. JIMENEZ);-3,75412161;40,40146864
1521;495;4941;38022;AV.POBLADOS O-E(TANATORIO-CTRA. TOLEDO);-3,721491454;40,37360204
2514;495;5947;45001;C/. Hermanos GarcAa Noblejas - Dr. Cirajas-Vital Aza;-3,636286574;40,43531209
2959;495;6393;64006;Av. Canillejas a VicNlvaro - Marra Sevilla Diago-J.G;-3,611301461;40,43057027
2441;495;5874;42006;Av. Cardenal Herrera Oria 237 O-E(Isla de Arosa-La Mas );-3,716131874;40,48265879
406;495;3813;73407;T3CTICO - AV. ARROYOFRESNO, 19 N-S (FUENTELAREINA - CANTALEJO);-3,742078843;40,47571957
3143;495;6577;75403;(TACTICO)ISLAS AZORES O-E;-3,687807177;40,49487823
2339;495;5772;97021;Av.Reina Victoria E-O  - Av.Pablo Iglesias -IbInez  bero;-3,708910129;40,44718143
1528;495;4948;38030;E.MONTIJO S-N(POBLADOS-N.S.FATIMA)FRENT;-3,749252814;40,37711438
3638;495;7006;38041;A.R.SACRISTAN E-O(PARTIDA A.R.-ZARZAMOR);-3,74659489;40,37291796
2314;495;5747;91005;Av. Pio XII E-O (Calle 30 - Av. Burgos);-3,67467331;40,473045
1312;495;4726;93009;(TACTICO)Valderodrigo E-O(Valle de Mena-Antonio Machado);-3,71905958;40,46985893
1432;495;4850;27033;VILLALONSO SO-NE(REAL PINTO-S.JENARO);-3,705677129;40,34982039
1820;495;5247;49034;GRAL. RICARDOS E-O(PEDRO DIEZ-OCA);-3,730329375;40,3894882
3907;495;10025;49036;OCA N-S(MATILDE FERNANDEZ-GRAL. RICARDOS;-3,732615741;40,38882241
336;495;3743;60049;Gral.PerMn E-O - Presidente CLrmona-Cte.Zorita)(Giro E-S);-3,697486774;40,45252271
3186;495;6620;79027;Av. Alcalde Conde Mayalde - Prrncipe Carlos-Infanta Catalina Micaela;-3,660850839;40,48529096
3187;495;6621;79028;Av. Alcalde Conde Mayalde - Prrncipe Carlos-Infanta Catalina Micaela;-3,659888723;40,48626209
