gid;tipo_elem;idelem;cod_cent;nombre;Xcoord;Ycoord
3379;494;6817;PM12622;PM12622;-3,73840881;40,47362761
2011;495;5442;43031;(TACTICO)Santiago de Compostela E-O - Ginzo de Limia-Centro Cevico;-3,709016815;40,48146591
2082;495;5513;60073;P0Castellana N-S - Estobanez Calder n-Rosario Pino;-3,689698781;40,46274903
2140;495;5572;61061;P1 de la Habana N-S - Veracruz-Romero Giran;-3,681268235;40,45726825
2141;495;5573;61062;P1 de la Habana S-N - Herreros de Tejada-Ramon de Santillrn;-3,681613313;40,45582853
2158;495;5590;61082;Alfonso XIII S-N - Lirios-Pl.Jose Me Soler;-3,66704599;40,45814644
2159;495;5591;61083;Costa Rica E-O - M-30-Pl.Jos. Ms Soler;-3,666271864;40,45972922
2160;495;5592;61085;Alfonso XIII E-O - Pl.JosJ M. Soler-Santa Mm Magdalena;-3,66878559;40,45961274
2163;495;5595;61088;Alfonso XIII O-E - Chile-Puerto Rico;-3,675263268;40,4603308
2137;495;5569;61058;P1 de la Habana S-N - Ntra.Sra.de Lujan-Honduras;-3,681495389;40,4592219
2138;495;5570;61059;Padre Damian S-N - Henri Dunant-Pl.Madre Molas;-3,685237743;40,46156424
2167;495;5599;61092;Colombia E-O - Nicaragua-Vuctor de la Serna;-3,671115337;40,45695946
2172;495;5604;61098;Colombia E-O - Puerto Rico-Victor de la Serna;-3,67331119;40,4570169
2177;495;5609;61103;Princip de Vergara N-S - Pl.Repoblica Dominicana-Potos;-3,676939347;40,45797092
263;495;3668;62048;General YagVe O-E - Gral.RamRrez de Madrid-Gral.Cabrera;-3,696719498;40,45647075
2231;495;5663;62049;General Varela S-N - Pedro Teixeira-General Yag.e;-3,69530261;40,45570159
2232;495;5664;62050;Infanta Mercedes S-N - San Enrique-General Yagge;-3,698295908;40,45597319
2275;495;5707;63020;Ju0n Pantoja O-E - Topete-Bravo Murillo;-3,704398567;40,45005715
3651;495;7021;63062;Filipinas 30 E-O - Vallehermoso -Galileo;-3,708815706;40,44054793
128;495;3511;63063;Filipinas 14 E-O(Entrada Trnel) - Jesls Maestro-Blasco Garay;-3,710889941;40,43977347
3246;494;6681;PM11102;PM11102;-3,678842682;40,39068559
3247;494;6682;PM11108;PM11108;-3,677752053;40,39139571
1984;495;5415;43002;AV.MONFORTE DE LEMOS O-E(AV.BETANZOS-PL.VERMN);-3,711027075;40,47794122
1308;495;4721;93004;La Cabrera E-O (Candido Mateo-Cisar Marique);-3,720069265;40,47254074
1309;495;4722;93005;Cisar Manrique N-S(Joaqumn Lorenzo-Valle de Mena);-3,72026269;40,47211005
3854;495;9976;93040;BECERREA E-O;-3,713661481;40,47133709
1440;495;4858;28003;(TACTICO)BARDEGUERAL S-N;-3,771687443;40,45132553
1457;495;4875;36029;ARROYO POZUELO O-E(HUMERA-CTRA.HUMERA);-3,780694065;40,4524391
3297;494;6733;PM20572;PM20572;-3,659642621;40,43527498
3298;494;6734;PM20661;PM20661;-3,660165072;40,42744023
3299;494;6735;PM20662;PM20662;-3,659954874;40,42732532
3300;494;6736;PM20664;PM20664;-3,660081519;40,4274453
3301;494;6737;PM20721;PM20721;-3,659077657;40,42222196
3302;494;6738;PM20722;PM20722;-3,658860612;40,42220166
451;495;3858;2003;(MICRO)(AFOROS) Dr. Esquerdo S-N  - Ibiza-Alcalde Sainz Barand;-3,669372309;40,41752334
469;495;3876;2024;Alcalde Sainz Baranda O-E - Lozoya-Esplandiu;-3,667073442;40,41748037
470;495;3877;2025;(TACTICO) Marques Lozoya S-N - Entrada Alcalde Sainz Baranda;-3,667899084;40,41690277
158;495;3563;2026;(TACTICO) Alcalde Sainz Baranda E-O - Giro Izq. a Esplandiu;-3,665818545;40,41849036
318;495;3724;2027;(TACTICO) Juan Esplandiu N-S - Entrada Alcalde Sainz Baranda;-3,665526579;40,41825676
596;495;4003;8002;Principe de Vergara N-S - Hermosilla-Goya;-3,680129398;40,42597308
613;495;4020;9020;Virgen de la Alegria N-S - Virgen de la Paz-Alcala;-3,659271353;40,4318541
211;495;3616;9021;Fco. Silvela S-N - Jose Ortega y Gasset-Pl. Manuel Becerra;-3,669873904;40,42956816
629;495;4036;9022;Alcala, 213 O-N - Rufino Blanco-Bocangel;-3,665827608;40,42946908
630;495;4037;9023;Julio Camba, 5 N-S - Av. Toreros-Alcala;-3,664157452;40,43120193
3664;495;7038;9024;Alcala E-O(Frente Pl. Toros) - Brasilia-Julio Camba;-3,662698658;40,43109562
755;495;4163;13015;Alfonso XII N-S - Claudio Moyano-Infanta Isabel;-3,688693703;40,40822138
764;495;4172;13026;Plaza Lealtad E-O - Antonio Maura -Pa del Prado;-3,692299982;40,41610167
312;495;3718;13029;(AFOROS) Pt Infata Isabel N-S - Gta. Carlos V-Alfonso XII;-3,690745843;40,40787119
313;495;3719;13030;(AFOROS)Sta Maria Cabeza, 11 N-S(Lat. Dcho. Superficie) -;-3,69446557;40,40637943
766;495;4174;13031;Sta. Maria Cabeza, 11 N-S(Tunel) - Ronda Atocha-Murcia;-3,694399717;40,40634831
3750;495;7137;13719;(AFOROS) P  Infanta Isabel E-O - Alfonso XII-Gta. Carlos V;-3,689895929;40,40781585
3751;495;7138;13727;(AFOROS) P  del Prado S-N - Espalter-Pl.Canova Castillo;-3,692898463;40,4126595
835;495;4245;15005;Barquillo N-S - Infantas-Alcala;-3,695624149;40,41981194
836;495;4246;15006;Alcala E-O - Pl. Cibeles-Barquillo;-3,694182601;40,41926761
837;495;4247;15007;Alcala E-O - Barquillo-Gran Via;-3,695712876;40,41905727
838;495;4248;15008;Alcala E-O - Gran Via-Cedaceros(P.M.5);-3,697524188;40,41849572
839;495;4249;15009;(MICRO) Alcala O-E - Gran Via-Marques de Cubas(P.M.6);-3,695991806;40,41879107
840;495;4250;15010;Alcala O-E - Cedaceros-Gran Via;-3,698480886;40,41812811
3716;495;7091;15308;(MICRO) Pl. Cibeles S-N (Delante G.12 )(Giro Izqda) - (MICRO) Pl. Cibeles S-N (Delante G.12 )(Giro Izqda);-3,692847103;40,41932226
3820;495;9938;15309;(MICRO) Pl RecoletosN-S(Prim -Pl. Cibeles ) - (MICRO) PM RecoletosN-S(Prim -Pl. Cibeles );-3,693218557;40,42011729
160;495;3565;17031;Ferraz S-N - Buen Suceso-Marques de Urquijo;-3,719390481;40,42830221
341;495;3748;21008;Luchana S-N - Manuel Silvela -Santa Engracia;-3,698628705;40,43173186
1022;495;4434;21011;Eloy Gonzalo, 24 O-E - Trafalgar-Gta.Pintor Sorolla;-3,700088026;40,43458491
1024;495;4436;21014;P1 Castellana S-N - Pl. Gregorio MaraPon-Garcia de Paredes;-3,690372764;40,43738676
1027;495;4439;21017;Santa Engracia, 103 S-N - Ponzano-JosP Abascal;-3,699673963;40,43715173
1028;495;4440;21018;Santa Engracia S-N - Rafael Calvo-Gta. Pintor Sorolla;-3,698182195;40,43364547
1199;495;4611;33028;Mauricio Legendre N-S - Viejas-Manuel Caldeiro;-3,68405591;40,4775348
1248;495;4661;35024;Luis Calvo N-S - Azcona-Martanez Izquierdo;-3,66498771;40,43615223
1249;495;4662;35025;Biarritz S-N - Martcnez Izquierdo-Brescia;-3,664043394;40,43539743
2042;495;5473;60027;Joaqu;-3,689842031;40,44624545
2135;495;5567;61056;Fray Bernardino Sahagan O-E - Manuel Benedito-Menendez Pidal;-3,681988366;40,46089569
2136;495;5568;61057;P1 de la Habana N-S - Jos- Rdguez.Pinilla-Pl.Presidente Cdrdenas;-3,680574766;40,4614133
2147;495;5579;61068;Potosi O-E - Bolivia-VJctor Andrzs Belaunde;-3,679098443;40,45693959
2166;495;5598;61091;V1ctor de la Serna S-N - Uruguay-Colombia;-3,67171651;40,45624411
849;495;4259;97037;Bailen N-S - Cuesta de la Vega-Don Pedro;-3,71361567;40,41454185
850;495;4260;97038;Cuesta de la Vega O-E - Ronda Segovia-Bailen;-3,714685744;40,41510008
53;495;3436;97061;Entrada M -30 S-N - M-30 - Mandez vlvaro;-3,677244968;40,39087617
733;495;4141;97057;Av.Entrev as E-O - Timoteo Parez Rubio - M-30;-3,673871948;40,39125494
726;495;4134;97059;Retama N-S  - Omb- - Mondez alvaro;-3,676630742;40,39385214
3243;494;6678;PM10985;PM10985;-3,667875483;40,40069389
2352;495;5785;40003;Av. Buenos Aires - R o Iguaza-Av. Palomeras;-3,652994204;40,38590231
2381;495;5814;41004;Av. Albufera - Concordia-Sierra de Javalambre;-3,666007539;40,39659465
2504;495;5937;44039;C/. Vicente Espinel  - Vicente Espinel-Alcale;-3,641172665;40,43595096
374;495;3781;52406;C/. El Bosco  - Maruja Garcna Romero-Ramln Perez Ayala;-3,654142121;40,40413167
2769;495;6202;54010;Camino Viejo de Viculvaro - Calahorra-San Cipriano;-3,610602374;40,40422756
2770;495;6203;54011;C/. San Cipriano - Villalmanzo-Lago Van;-3,60670278;40,40405752
2901;495;6334;57003;Av. Logroio - Manuel Aguilar MuLoz-Los Brezos;-3,590909731;40,46147483
2949;495;6383;59029;C/. Martonez Villergas - Caribe-Av. Badajoz;-3,654937188;40,4426387
256;495;3661;64404;Av. Canillejas a Vicalvaro - Av. Guadalajara-Suecia;-3,611366248;40,42252183
3008;495;6442;65031;C/. Hacienda de Pavones - Pico Artilleros-Fuente Carrantona;-3,637377943;40,40140588
3031;495;6465;67406;C/. Arroyo Media Legua - M-23-Alcalde Garrido Juaristi;-3,651767024;40,41440125
3097;495;6531;71032;C/. Albasanz - Miguel Yuste-San Romualdo;-3,622596281;40,43877092
3178;495;6612;79015;Av. Francisco Pi y Margall - MarRa de Portugal-Av. Burgos;-3,66579853;40,49481213
1788;495;5215;82016;C/. Gonzalez Davila - Gamonal-Hormigueras;-3,638281765;40,37490124
1946;495;5376;89004;C/. Josz GutiDrrez - Av. Suertes-Av. Ensanche Vallecas;-3,602851741;40,36635876
395;495;3802;26021;AV.ANDALUCIA N-S(AV.ROSALES-AV.POBLADOS);-3,694578959;40,37049888
1523;495;4943;38024;AV. POBLADOS E-O(GUETARIA-CTRA. TOLEDO);-3,717518256;40,37388038
1525;495;4945;38026;POBLADOS O-E(CERILLERAS-VENTURA DIAZ B.);-3,728406689;40,37319025
1157;495;4569;32033;MELCHOR FERNANDEZ ALMAGRO O-E(AV. BETANZOS-FERROL);-3,708354321;40,47588274
183;495;3588;32034;CAMINO CHORRILLO S-N(ENTRADA A PIEDRAFITA CEBRERO);-3,712393048;40,46953145
184;495;3589;32035;SINESIO DELGADO O-E(A.MACHADO-PIEDRAFITA CEBRERO);-3,712780335;40,46927404
1158;495;4570;32036;AV. BETANZOS S-N(PIEDRAFITA DEL CEBRERO-RIBADAVIA);-3,712070808;40,47155461
331;495;3737;32039;(TACTICO) SALIDA APARCAMIENTO PZBLICO HOSPITAL CARLOS III;-3,697506329;40,47483399
1161;495;4573;32041;(TACTICO) SALIDA APARCAMIENTO GENERAL HOSPITAL CARLOS III;-3,697470658;40,47470924
1162;495;4574;32042;AV. ASTURIAS S-N(P: DIRECCISN-SINESIO DELGADO);-3,700761676;40,47305889
1163;495;4575;32043;AV. ASTURIAS O-E(P: DIRECCISN-ROSARIO ROMERO);-3,699064062;40,47188729
1164;495;4576;32044;AV. ASTURIAS O-E(SINESIO DELGADO -P: DIRECCISN);-3,700550574;40,47281936
332;495;3738;32046;AV. ASTURIAS E-O(CAQAVERAL-MONTOYA);-3,69551041;40,46946474
3440;494;1052;09NC51PM01;09NC51PM01;-3,666585006;40,40367495
3506;494;6898;09XC09PM01;09XC09PM01;-3,665494267;40,4055753
3429;494;1037;15RR22PM01;15RR22PM01;-3,713001513;40,39752101
3423;494;1031;15RR60PM01;15RR60PM01;-3,712270731;40,40016597
3428;494;1036;15RT07PM01;15RT07PM01;-3,713021153;40,39742815
3427;494;1035;15RU11PM01;15RU11PM01;-3,713035518;40,3973515
754;495;4162;13014;Alfonso XII S-N (Lateral) - Infanta Isabel-Claudio Moyano;-3,688577153;40,40876581
1019;495;4431;21006;Eduardo Dato, 6 O-E - Zurbano-Gta. Ruben Dario;-3,692949836;40,43287718
3810;495;9926;29015;AV. PARANINFO N-S (JUAN DEL ROSAL - FACULTAD DE DERECHO);-3,729624539;40,45218743
3894;495;10011;29017;ANTONIO NOVAIS O-E(FRENTE FACULTAD CIENCIAS GEOLSGICAS);-3,725221139;40,44853556
3817;495;9934;29020;RAMIRO MAEZTU E-O(DIRECCISN SUR)(MORERAS -AV.GREGORIO AMO);-3,724050215;40,44795535
3801;495;9917;29021;EDUARDO SAAVEDRA S-N(E.INGENIEROS DE CAMINOS-PROF.ARANGUREN);-3,730638806;40,44725403
3792;495;9908;29014;AV.COMPLUTENSE S-N (CIEMAT -AV.MIRAFLORES);-3,729278819;40,45543395
1078;495;4490;30020;MARTIN FIERRO S-N(AV. SENDECA -OBISPO TREJO);-3,731334551;40,43574295
1715;495;5142;31028;ALMIRANTE FCO. MORENO N-S(VALLS FERRERA-MORERAS);-3,716173202;40,45349963
1716;495;5143;31031;PABLO IGLESIAS E-O(NUMANCIA-ALMIRANTE FCO. MORENO);-3,712792356;40,45426305
1105;495;4517;31032;NUMANCIA N-S(PABLO IGLESIAS-DR.FEDERICO RUBIO Y GALI);-3,712923542;40,45359129
1106;495;4518;31033;PABLO IGLESIAS O-E(NUMANCIA-DR. FEDERICO RUBIO Y GALI);-3,712508743;40,45356689
1107;495;4519;31034;PABLO IGLESIA E-O(DR. FEDERICO RUBIO Y GALI-NUMANCIA);-3,711951389;40,45284893
538;495;3945;5017;Ayala E-O - Serrano-P  Castellana;-3,687671868;40,42789156
677;495;4084;11011;Jaime el Conquistador S-N - Cte. Benitez-Torres Miranda;-3,697965493;40,39772397
864;495;4274;15303;(MICRO) Alcala E-O(Delante G.1)(P.M.1) - (MICRO) Alcala E-O(Delante G.1)(P.M.1);-3,696572301;40,41878686
865;495;4275;15305;(MICRO) Alcala E-O(Delante G.3)(P.M.4) - (MICRO) Alcala E-O(Delante G.3)(P.M.4);-3,696818917;40,41859444
866;495;4276;15306;(MICRO) Alcala O-E(Delante G.5)(P.M.2) - (MICRO) Alcala O-E(Delante G.5)(P.M.2);-3,696902744;40,41877347
870;495;4280;16001;Amaniel O-E - Reyes-Noviciado (Frente Estacion);-3,709698949;40,42402534
871;495;4281;16002;Reyes O-E - San Bernardo-Amaniel(Frente Ma Justicia);-3,70802696;40,42433451
3714;495;7101;16004;Cuesta San Vicente O-E - Pm del Rey-Arriaza;-3,71779304;40,42019926
873;495;4283;16005;San Leonardo E-O - Maestro Guerrero-Princesa;-3,711121614;40,42466596
965;495;4376;17045;Princesa N-S - Pl. Moncloa-Romero Robledo;-3,718220157;40,43327376
1029;495;4441;21019;Jos1 Abascal, 30 O-E - Alonso Cano-Modesto Lafuente;-3,697291519;40,43833773
1032;495;4444;21022;P1 Castellana S-N - L-pez de Hoyos-Pl. Gregorio Mara;-3,689521496;40,43640482
1033;495;4445;21023;(TACTICO) Modesto Lafuente N-S - Viriato-Gral. Martanez Campos;-3,696485368;40,43531218
1034;495;4446;21024;Gral. MartMnez Campos,13 E-O - Modesto Lafuente-Alonso Cano;-3,696731129;40,43503194
3705;495;7071;21034;P1 Castellana S-N - Jos3 Abascal - Rios Rosas;-3,691113868;40,43922463
3711;495;7066;17043;Isaac Peral N-S - Pl. Cristo Rey-Donoso Cortes;-3,717839991;40,43825277
1195;495;4607;33024;Av.Monforte de Lemos E-O(Ttnel a 180m) - Castellana-Pedro Rico;-3,690024287;40,47643928
1250;495;4663;35026;Av.Bruselas N-S - Av.Baviera-Pl.Venecia;-3,663424427;40,44202349
1251;495;4664;35027;Av.Guindalera O-E - Camilo Josl Cela-Av.Bruselas;-3,664533039;40,44099773
2047;495;5478;60032;Alberto Alcocer O-E - Padre DamiCn-JuAn Ramsn Jimnnez;-3,685872918;40,4588781
2054;495;5485;60039;General Peron E-O - Capitrn Haya-Orense;-3,69313682;40,45230382
2151;495;5583;61072;V1ctor Andros Belaunde N-S - Potosi-Alberto Alcocer;-3,680273179;40,45778694
2152;495;5584;61073;Costa Rica O-E - Principe de Vergara-Puerto Rico;-3,675939749;40,45845571
2261;495;5693;62083;Sor Angela de la Cruz  O-E(Salida Tanel) - BravoMurillo-Gral.Varela;-3,697650344;40,46036622
730;495;4138;97411;(TACTICO)Salida Estaci n Atocha E-O(Entrada Cruce) - (TACTICO)Salida EstaciMn Atocha E-O(Entrada Cruce);-3,691736346;40,40630064
744;495;4152;97412;(TACTICO)Tortosa O-E - Pasaje de Tortosa-Mandez Alvaro;-3,692235773;40,40614681
2350;495;5783;40001;Av. Buenos Aires - Arroyo del Olivar-Av. Palomeras;-3,653079176;40,3879601
2353;495;5786;40004;Av. Buenos Aires - Av. Pablo Neruda-Pedro Laborde;-3,652882084;40,3828091
2356;495;5789;40007;Av. Pablo Neruda - Cenicienta-Av. Buenos Aires;-3,654225227;40,38133095
2392;495;5825;41015;V1a Servicio M-30 - M-30-Av. Albufera;-3,669871743;40,39724508
2393;495;5826;41016;C/. Melquiades Biencinto - Antonio Calas-Av. Albufera;-3,668884519;40,3975976
2394;495;5827;41017;Av. Albufera - Melquiades Biencinto-Monte Igueldo;-3,668221435;40,39776064
2396;495;5829;41019;Av. Monte Igueldo - Antonia Calas-PeMa Gorbea;-3,668150648;40,39660303
2732;495;6165;53037;C/. Vital Aza - Hermanos Garcaa Noblejas-Josa Arcones Gil;-3,637419558;40,43392788
2826;495;6259;55047;Ctra. Canillas - Servator-Pegaso;-3,648420919;40,46305884
2828;495;6261;55049;Av. Machupichu - Antonio Larrazabal-Pl. Manuel Rodrigo;-3,630955974;40,46079365
2829;495;6262;55050;Pl. Manuel Rodrigo - Algabero-Machupichu;-3,631992595;40,4603358
3535;495;6924;55062;Av. Machupichu - Pl. Manuel Rodrigo-Antonio Larrazabal;-3,631086258;40,46069099
3528;495;9844;56045;Av. Gran Via de Hortaleza - Gran Voa de Hortaleza-Av. San Luis;-3,657584682;40,46977857
2899;495;6332;57001;Av. LogroVo  - Las Ramblas-Joaqu n Ibarra;-3,594334368;40,45995729
2900;495;6333;57002;Av. LogroVo - Bande-Manuel Aguilar Muaoz;-3,591250967;40,46152171
2902;495;6335;57004;Av. LogroVo  - Basella-Bande;-3,588807628;40,46251084
2903;495;6336;57005;Av. LogroVo - Los Brezos-Basella;-3,588521035;40,46258167
2905;495;6338;57007;Av. LogroVo  - Bureta-San Severo;-3,58572959;40,46445081
2950;495;6384;59032;Av. Badajoz - Aristttles-Madre Antonia Paris;-3,652126132;40,44344486
2951;495;6385;59033;C/. Madre Antonia Paris - Agastia-Av. Badajoz;-3,651834155;40,44434654
2952;495;6386;59034;Virgen de Loreto  - Av. Donostiarra-Virgen del Portillo;-3,655615583;40,4348652
3585;495;6967;59035;C/. Josd del Hierro - Rosalia Trujillo-Doctor Vallejo;-3,645138621;40,43977445
2957;495;6391;64004;Av. Canillejas a Vic-lvaro - Etruria-Av. Arcentales;-3,612469141;40,43556248
2960;495;6394;64007;Av. Canillejas a Vic-lvaro - Rusia-Av. Guadalajara;-3,611520229;40,4235989
2969;495;6403;64018;C/. Etrura - Etruria-Av. Canillejas a Vicalvaro;-3,611898695;40,43586949
3289;494;6725;PM20411;PM20411;-3,662535534;40,45026031
3599;495;9865;64033;Av. Guadalajara - Austria-San Marino;-3,609531327;40,42343654
2983;495;6417;64402;C/. Julian Camarillo - Albadalejo-Av. Canillejas a Vicolvaro;-3,614823243;40,43936486
3015;495;6449;65038;Av. Miguel Hernrndez  - Benjamen Palencia-Av. Pablo Neruda;-3,641126591;40,39405274
3016;495;6450;65039;C/. Arroyo Fontarren - Tacona-Fuente Carrantona;-3,640580336;40,39614247
3028;495;6462;65058;C/. Fuente Carrantona - Arroyo FontarCn-Encomienda de Palacios;-3,638920717;40,39671196
3003;495;6437;65023;Av. Doctor Garcaa Tapia - Fuente Carrantona-Fobos;-3,633611265;40,40814261
3012;495;6446;65035;C/. El Bosco - Pao Felipe-Benjam n Palencia;-3,643299753;40,39492419
373;495;3780;67405;C/. CorregidorJoso de Pasamonte - Av. Doctor Garc;-3,649664432;40,40979061
3049;495;6483;68001;Av. Entrevias - Pico Javalmn-Timoteo PDrez Rubio;-3,672118549;40,38938845
3050;495;6484;68002;C/. Timoteo P rez Rubio - Av. Entrev as-Timoteo P;-3,672268519;40,38760527
3074;495;6508;71003;C/. Alcale - Eduardo Ter-n-Av. Canillejas a Vic lvaro;-3,61600855;40,44425804
303;495;3709;71004;C/. Alcale - Av. Canillejas a Vicnlvaro-San  Mariano;-3,615174569;40,44469517
3098;495;6532;71033;C/. Albasanz - Pl. Cronos-San Romualdo;-3,620680686;40,43940485
76;495;3459;79023;C/. Puerto de Somport - Av.Burgos-Foresta;-3,66835027;40,49555535
75;495;3458;79022;C/. Quintanavides - Foresta-Abetal;-3,667514174;40,49693915
99;495;3482;83002;Gran Via del Este - Gran Vaa del Este E-O;-3,623591817;40,38401826
1548;495;4970;39016;(TACTICO)ORCASUR 2 S-N(MOREJA-POBLADOS);-3,699574928;40,3707324
1551;495;4973;39020;AV. POBLADOS O-E(E.BARREIROS-ANDALUCIA);-3,695769385;40,37080545
3388;495;6829;38300;(MICRO) AV.POBLADOS E-O(GIRO SECOYA);-3,742176576;40,37344603
97;495;3480;39006;AV. POBLADOS O-E(GUETARIA-R.YBARRA);-3,713962966;40,37368115
1539;495;4961;39007;GUETARIA S-N(TOLOSA-AVDA. POBLADOS);-3,715595718;40,37350021
1540;495;4962;39008;RAFAELA YBARRA S-N(LESACA-AV.POBLADOS);-3,712279392;40,37229058
1541;495;4963;39009;(AFOR) POBLADOS E-O(C.V.VILLAV-R.YBARRA);-3,710715491;40,37296658
1547;495;4969;39015;(TAC)ORCASUR 1 S-N(CAMPOTEJAR-POBLADOS);-3,700661874;40,37073507
1566;495;4988;39041;(TACTICO)C.VICTORIA E-O(M.VELA-R.YBARRA);-3,711671659;40,37874246
1567;495;4989;39042;CTO.VICTORIA O-E(R.YBARRA-SAN BASILIO);-3,708731759;40,37896717
25;495;3406;39043;CTO.VICTORIA E-O(ISAB.USERA-S.BASILIO);-3,707197344;40,37915292
1568;495;4990;39044;(TAC)S.BASILIO N-S(J.SALAS-C.VICTORIA);-3,70767183;40,37923521
1575;495;4998;39056;RAFAELA YBARRA N-S(M-40-VILLAVERDE);-3,714175551;40,36446051
63;495;3446;39059;(TACTICO) GUETARIA S-N(ALZOLA-VILLABONA);-3,715567088;40,36880006
1926;495;5354;87022;(TACTICO)  AVDA. ROSALES A M-40 SUR;-3,684283819;40,3625445
1927;495;5355;87023;AV. ROSALES SE-NO(CTRA VILLAVERDE-M-40);-3,68298669;40,36073932
3864;495;9986;87032;AV. ROSALES N-S;-3,681180668;40,35752382
3866;495;9988;87035;(TACTICO) AV. ROSALES S-N;-3,681204474;40,3567375
3868;495;9990;87036;(TACTICO) AMERICIO O-E;-3,681533278;40,35696151
1921;495;5348;87015;AV.DE LOS ROSALES S-N (ENTR.A MADRID);-3,674722562;40,34825912
1924;495;5351;87020;(TACTICO)ENTRADA M-40 SUR A AV. ROSALES;-3,683959091;40,36137351
1925;495;5352;87021;AV. ROSALES N-S(TANATORIO-M-40);-3,684798489;40,36364673
1649;495;5073;2049;(AFOROS) Av. Ciudad Barcelona O-E - Catalina Suarez-Dr. Esquerdo;-3,673430925;40,40053628
490;495;3897;2053;(TACTICO) Comercio N-S - Av Ciudad Barcelona -Tellez( Giro Izqd.);-3,681504451;40,40339678
3859;495;9981;2067;Alde. Sainz de Baranda O-E - Judn Esplandin-T.V.E;-3,663512645;40,42105358
3858;495;9980;2068;Alde Sainz Baranda E-O - Marquus de Corbera- M-30;-3,660115475;40,42153164
3527;495;9843;3002;Dr.Ramon Castroviejo O-E - Av.Miraflores-San Martin de Porres;-3,730230339;40,47247191
3526;495;9842;3003;Nueva Zelanda S-N - Isla Cristina-Gta.Isaac Rabrn;-3,727798494;40,4717043
484;495;3891;2044;Av. Ciudad Barcelona E-O - Gutenberg-Julian Gayarre;-3,681922303;40,40471655
524;495;3931;5003;Serrano, 113 N-S - Pablo Aranda -Pedro Valdivia;-3,686015082;40,44106459
3901;495;10018;5708;(AFOROS) Alcala O-E - Pl. Cibeles-Pl. Independencia;-3,691715649;40,41950425
586;495;3993;7002;Francisco Silvela S-N - Jose Ortega y Gasset-Av. Toreros;-3,671406112;40,43130424
202;495;3607;7005;(AFOROS) Francisco Silvela N-S - Maldonado-Juan Bravo;-3,673288991;40,43332298
592;495;3999;7013;Jose Ortega y  Gasset, 67 E-O - Alcantara-Conde Peaalver;-3,67387177;40,42983531
662;495;4069;10025;(TACTICO) Pio Baroja O-E(Entrada a  Cruce) -;-3,676546844;40,41307733
684;495;4091;11020;Embajadores S-N - Divino Vallas-Batalla del Salado;-3,696347641;40,39662769
3222;494;6656;PM10441;PM10441;-3,661316354;40,44568194
3224;494;6658;PM104431;PM104431;-3,66192806;40,44625938
3225;494;6659;PM10444;PM10444;-3,661483524;40,44567686
3226;494;6660;PM104541;PM104541;-3,661223457;40,44490682
901;495;4311;16039;Infantas S-N - Pl. Vazquez de Mella-Hortaleza;-3,699943753;40,42079547
902;495;4312;16040;Augusto Figueroa S-N - San Bartolom- -Pelayo;-3,698573805;40,42243743
326;495;3732;16041;(TACTICO) Pl. Espa-a (Salida del Aparcamiento) - (TACTICO) Pl. Espana (Salida del Aparcamiento);-3,712959707;40,42353325
906;495;4316;16045;Ferraz N-S - Lateral entrada cruce G.7;-3,714226622;40,42276537
1246;495;4659;35022;Av.Toreros O-E - Franciso Altimiras-Av.Brasilia;-3,6632931;40,43352104
2200;495;5632;62017;Lope de Haro O-E - Jucn Risco-Bravo Murillo;-3,702460866;40,45720711
2201;495;5633;62018;Gral.YagHe E-O - Infanta Mercedes-Bravo Murillo;-3,700171626;40,4571955
176;495;3581;61079;Puerto Rico N-S - Guatemala-Costa Rica;-3,674297609;40,45912908
2199;495;5631;62016;Pensamiento E-O - Infanta Mercedes-Bravo Murillo;-3,69837166;40,45955229
2203;495;5635;62020;Capit;-3,692372217;40,4552656
2204;495;5636;62021;Capit;-3,692110809;40,45804069
2475;495;5908;44002;Alcal;-3,658338383;40,43174567
2476;495;5909;44003;C/. AlcalF - Fernzndez Lanseros-Josd Villena;-3,657339973;40,43180973
2477;495;5910;44004;C/. AlcalF - Alcalde L pez Casero-Fdez.Lanseros;-3,656369855;40,43201283
2508;495;5941;44043;C/.General Aranaz   - Lppez de Aranda-Alcale;-3,635818955;40,43909735
2513;495;5946;44405;C/. Concejal Julio G-mez - Concejal Julio Gemezz-Alcalr;-3,65039503;40,43300659
2522;495;5955;45009;C/. Hermanos Garcoa Noblejas - Emilio Muo z-Valdecanillas;-3,631919321;40,42960158
2474;495;5907;44001;Alcal;-3,658667398;40,43161621
2696;495;6129;52407;C/. El Bosco - Maruja Garcra Romero-Cer mica;-3,654554136;40,40436218
2701;495;6134;53002;Av. Marquss de Corbera - Montejurra-Ricardo Ortsz;-3,65544988;40,42320066
2702;495;6135;53003;Av. Marquss de Corbera - Montejurra-Mi Teresa Saenz;-3,652396956;40,4253135
2703;495;6136;53004;Av. Marquss de Corbera - Mo Teresa Saenz-Montejurra;-3,651967849;40,42573602
2614;495;6047;46402;C/. Arturo Soria - Emeterio Castaaos-Allende Salazar;-3,662105254;40,46068387
2615;495;6048;46403;C/. Ultses - Ulases-Arturo Soria;-3,656158642;40,45601129
2981;495;6415;64032;C/. Rumansa - Suecia-Av. Guadalajara;-3,609710944;40,42215837
2982;495;6416;64401;C/. Canal de BSsforo - Nicolasa Gamez-Av. Canillejas a Vic lvaro;-3,61437052;40,43956544
405;495;3812;65021;Doctor Garcia Tapia 216 E-O - Fobos-Fuente Carrantona;-3,633008011;40,40783456
